eventID;Agency;catalog;year;month;day;hour;minute;second;latitude;longitude;Depth;magnitude;magType;catalog
;CERES995;SARA;1958;1;7;2;56;19;-18.5;-69;150;5.2;Mw;sara
;CERES995;SARA;1958;1;15;2;33;32.03;11.309;-62.416;103.7;7.01;Mw;sara
;ENGV002;SARA;1958;1;15;19;14;30.89;-16.781;-72.492;69;6.98;Mw;sara
;ISCGE013;SARA;1958;1;19;14;7;29.47;1.011;-79.489;27.5;7.6;Mw;sara
;ISCGE013;SARA;1958;1;19;14;43;31.71;1.223;-79.55;27.5;6.76;Mw;sara
;BEAAL010;SARA;1958;1;24;;;;-0.98;-78.59;;5;Mw;sara
;CERES995;SARA;1958;1;30;20;8;31.59;11.251;-61.626;10.8;4.88;Mw;sara
;ISCGE013;SARA;1958;2;1;16;10;17.51;1.541;-79.338;15;6.9;Mw;sara
;CERES995;SARA;1958;2;1;18;2;39;1.76;-79.16;;6.52;Mw;sara
;CERES995;SARA;1958;2;1;20;45;52;1.66;-79.19;46;6.71;Mw;sara
;CERES995;SARA;1958;2;2;2;34;59;1.5;-79.5;;5.42;Mw;sara
;CERES995;SARA;1958;2;2;4;36;37.5;1.5;-79.5;;5.42;Mw;sara
;CERES995;SARA;1958;2;3;14;2;16;7;-77.5;;5.09;Mw;sara
;CERES995;SARA;1958;2;18;1;43;13.31;10.766;-62.604;32.3;5.02;Mw;sara
;CERES995;SARA;1958;2;21;13;47;10;1.5;-80;;5.45;Mw;sara
;CERES995;SARA;1958;2;21;19;30;0;9.45;-64.84;0;4.93;Mw;sara
;CERES995;SARA;1958;2;26;19;51;34;-2.5;-78.5;100;5.88;Mw;sara
;CERES995;SARA;1958;3;1;9;5;40;-13.5;-76.5;;7.01;Mw;sara
;CERES995;SARA;1958;3;3;17;13;14;6;-73.5;150;5.42;Mw;sara
;CERES995;SARA;1958;3;4;1;50;9;-0.5;-81;;6.22;Mw;sara
;CERES995;SARA;1958;3;6;5;47;21;7.01;-73.11;149;5.09;Mw;sara
;CERES995;SARA;1958;3;30;14;23;20;4;-77;60;5.09;Mw;sara
;CERES995;SARA;1958;4;3;8;25;44;1.38;-79.5;;5.09;Mw;sara
;CERES995;SARA;1958;4;8;4;35;21;7;-73;54;5.42;Mw;sara
;ISCGE013;SARA;1958;4;14;21;32;35.35;0.801;-79.428;25;6.8;Mw;sara
;CERES995;SARA;1958;4;14;22;48;31.8;0.85;-79.24;;6.61;Mw;sara
;CERES995;SARA;1958;4;15;1;30;44.1;0.95;-79.6;;6.61;Mw;sara
;CERES995;SARA;1958;4;21;12;15;28;-8;-74;150;5.71;Mw;sara
;CERES995;SARA;1958;4;28;11;47;40;-11;-74;;6.52;Mw;sara
;OSC013;SARA;1958;4;30;19;27;32;-21;-67.5;150;5.62;Mw;sara
;CERES995;SARA;1958;5;8;12;40;49;-24.23;-67.16;178;6.42;Mw;sara
;CERES995;SARA;1958;5;9;0;44;12;1.14;-94.49;;6.81;Mw;sara
;CERES995;SARA;1958;5;9;4;40;32;-30.82;-65.32;174;6.09;Mw;sara
;CERES995;SARA;1958;5;12;21;12;16;-6.5;-75.5;150;5.79;Mw;sara
;CERES995;SARA;1958;5;13;13;38;40;-20;-68;;4.86;Mw;sara
;CERES995;SARA;1958;5;16;15;15;48;-22;-68;200;5.28;Mw;sara
;CERES995;SARA;1958;5;19;17;31;30;-22;-68;;5.71;Mw;sara
;CERES995;SARA;1958;5;25;21;11;42;-3.12;-78.09;100;6.52;Mw;sara
;CERES995;SARA;1958;5;26;8;49;43;-3.24;-78.06;27;5.79;Mw;sara
;CERES995;SARA;1958;5;26;9;6;51;-3.5;-78.5;;5.79;Mw;sara
;CERES995;SARA;1958;5;30;21;14;12;-19.5;-68.5;;4.94;Mw;sara
;CERES995;SARA;1958;5;31;8;1;27;-21.5;-64;;5.37;Mw;sara
;CERES995;SARA;1958;6;1;10;40;17;-18;-69;150;5.37;Mw;sara
;CERES995;SARA;1958;6;1;19;47;5;-19;-64.5;;5.71;Mw;sara
;CERES995;SARA;1958;6;8;21;9;23;7;-34.5;;5.41;Mw;sara
;CERES995;SARA;1958;6;16;14;56;58;-7.5;-80;33;5.2;Mw;sara
;CERES995;SARA;1958;6;29;3;25;42;-15.5;-70.5;150;6.52;Mw;sara
;CERES995;SARA;1958;7;11;1;34;50;7.2;-73.4;;6.52;Mw;sara
;LEYAL009;SARA;1958;7;11;19;10;0;-21;-69;0;6.52;Mw;sara
;CERES995;SARA;1958;7;14;22;9;54;-22;-67.5;;5.03;Mw;sara
;ISCGE013;SARA;1958;7;26;17;37;15.97;-13.428;-69.388;612.4;7.5;Mw;sara
;CERES995;SARA;1958;8;15;6;20;52;6.81;-72.98;159;5.42;Mw;sara
;CERES995;SARA;1958;8;17;3;24;36;1;-80;;6.22;Mw;sara
;OSC013;SARA;1958;8;21;0;12;53;-20;-65;300;5.96;Mw;sara
;CERES995;SARA;1958;8;21;8;27;35;-26.5;-62;550;5.96;Mw;sara
;CERES995;SARA;1958;9;1;14;30;46;-18;-65;33;6.05;Mw;sara
;CERES995;SARA;1958;9;1;14;40;54.7;-18.2;-65.17;;5.45;Mw;sara
;CERES995;SARA;1958;9;1;18;43;50.7;-18.27;-65.06;;5.11;Mw;sara
;CERES995;SARA;1958;9;1;18;44;7.3;-18.2;-65.17;;5.2;Mw;sara
;CERES995;SARA;1958;9;1;22;13;52.9;-18.2;-65.17;;5.03;Mw;sara
;CERES995;SARA;1958;9;2;0;47;3.4;-18.27;-65.06;;5.2;Mw;sara
;CERES995;SARA;1958;9;2;20;53;46.4;-18.2;-65.17;;5.28;Mw;sara
;CERES995;SARA;1958;9;2;21;4;20.4;-18.27;-65.06;;4.86;Mw;sara
;CERES995;SARA;1958;9;2;21;27;37.3;-18.2;-65.17;;4.86;Mw;sara
;ISCGE013;SARA;1958;9;4;21;51;17.47;-33.832;-69.958;15;6.81;Mw;sara
;CERES995;SARA;1958;9;18;21;24;42;-9.5;-80;33;5.37;Mw;sara
;CERES995;SARA;1958;9;22;11;32;54;-1.5;-77;200;5.71;Mw;sara
;ISCGE013;SARA;1958;9;25;7;20;6.7;8.027;-39.3;15;6.42;Mw;sara
;OSC013;SARA;1958;10;4;14;18;47;-22.5;-67;100;4.86;Mw;sara
;CERES995;SARA;1958;10;7;15;24;27;-16;-69;200;5.37;Mw;sara
;CERES995;SARA;1958;10;11;14;37;42;-23.5;-65;200;6.09;Mw;sara
;CERES995;SARA;1958;10;14;23;22;54;-20;-68.5;300;5.2;Mw;sara
;CERES995;SARA;1958;10;15;15;11;43.87;12.507;-60.703;17.6;5.02;Mw;sara
;CERES995;SARA;1958;10;18;6;34;13;6.71;-72.18;100;5.76;Mw;sara
;CERES995;SARA;1958;11;4;9;16;44;7;-73;150;5.76;Mw;sara
;CERES995;SARA;1958;11;12;6;9;13;9.26;-69.75;25;5.02;Mw;sara
;CERES995;SARA;1958;11;13;9;6;22;8.93;-69.67;25;5.09;Mw;sara
;CERES995;SARA;1958;11;23;19;26;54;6;-76;;5.88;Mw;sara
;CERES995;SARA;1958;11;26;14;11;2;7.2;-73.5;218;5.09;Mw;sara
;CERES995;SARA;1958;11;26;14;11;2;7.2;-73.5;218;5.09;Mw;sara
;CERES995;SARA;1958;11;27;14;58;52;-19;-65;;5.45;Mw;sara
;CERES995;SARA;1958;12;5;14;19;54;7;-77;;5.09;Mw;sara
;CERES995;SARA;1958;12;9;15;13;16;7;-74;209;4.89;Mw;sara
;CERES995;SARA;1958;12;9;19;19;20;-22;-68.5;200;5.09;Mw;sara
;CERES995;SARA;1958;12;19;11;14;40;-16;-72;100;5.45;Mw;sara
;CERES995;SARA;1958;12;20;2;12;22.3;9.84;-73.49;90;5.09;Mw;sara
;CERES995;SARA;1958;12;20;2;12;22.3;9.84;-73.49;90;5.09;Mw;sara
;CERES995;SARA;1958;12;23;6;27;14;2.15;-78.98;;5.42;Mw;sara
;CERES995;SARA;1958;12;28;5;13;17;9.06;-69.78;25;4.82;Mw;sara
;CERES995;SARA;1959;1;3;4;15;47;-15;-75;33;5.28;Mw;sara
;CERES995;SARA;1959;1;3;11;17;39;-14.84;-75.7;;6.42;Mw;sara
;CERES995;SARA;1959;1;13;16;32;37;7.5;-74.5;134;5.62;Mw;sara
;CERES995;SARA;1959;1;20;23;58;50;-4.5;-82.5;33;6.13;Mw;sara
;CERES995;SARA;1959;1;26;17;46;51;-1;-77;200;6.3;Mw;sara
;CERES995;SARA;1959;1;26;20;58;50;-4.5;-82.5;;6.13;Mw;sara
;CERES995;SARA;1959;1;30;15;7;45;1;-77.5;;5.09;Mw;sara
;BSB012;SARA;1959;2;5;13;50;     ;-11.54;-57.41;0;3.48;Mw;sara
;ISCGE013;SARA;1959;2;7;9;36;58.21;-3.831;-81.686;30;6.91;Mw;sara
;CERES995;SARA;1959;2;11;19;57;5;-4;-82.5;33;6.47;Mw;sara
;CERES995;SARA;1959;2;15;23;26;17;-1.5;-81.5;33;5.79;Mw;sara
;CERES995;SARA;1959;2;16;12;16;27;2;-80;;6.13;Mw;sara
;CERES995;SARA;1959;2;17;2;51;56;-1;-80.5;;6.39;Mw;sara
;CERES995;SARA;1959;2;20;4;12;56;-30.64;-71.1;63;6.42;Mw;sara
;OSC013;SARA;1959;3;4;10;56;42;-20;-68;253;5.88;Mw;sara
;CERES995;SARA;1959;3;19;23;54;51.46;11.49;-63.004;10;5.02;Mw;sara
;CERES995;SARA;1959;4;3;19;33;50;-4;-81;33;5.2;Mw;sara
;CERES995;SARA;1959;4;6;1;59;24;7;-73.3;;5.09;Mw;sara
;CERES995;SARA;1959;4;6;13;52;4;2.5;-72;;5.09;Mw;sara
;OSC013;SARA;1959;4;12;8;10;45;-21.5;-68;133;5.62;Mw;sara
;CERES995;SARA;1959;4;21;16;36;42;-18.5;-71.5;33;5.45;Mw;sara
;CERES995;SARA;1959;4;25;21;37;6;-23;-70;;5.11;Mw;sara
;CERES995;SARA;1959;5;12;3;42;47;7.5;-77;6;4.89;Mw;sara
;ISCGE013;SARA;1959;5;12;9;46;59.46;-23.023;-64.914;25;6.6;Mw;sara
;CERES995;SARA;1959;5;14;19;59;0;-20;-68;200;4.94;Mw;sara
;CERES995;SARA;1959;5;21;11;34;23;-28;-69;60;6.09;Mw;sara
;CERES995;SARA;1959;5;23;9;55;34.5;10.721;-62.872;9.7;4.82;Mw;sara
;BSB012;SARA;1959;5;25;23;8;     ;-21.26;-48.69;0;3.11;Mw;sara
;BSB012;SARA;1959;5;27;17;5;     ;-21.26;-48.69;0;3.11;Mw;sara
;CERES995;SARA;1959;5;28;4;6;57;7.1;-73.6;168;5.42;Mw;sara
;BSB012;SARA;1959;5;29;6;55;     ;-21.26;-48.69;0;3.11;Mw;sara
;CERES995;SARA;1959;5;30;3;7;3;-22;-63;500;5.2;Mw;sara
;CERES995;SARA;1959;6;2;5;42;25;-42.79;-73.89;87;6.02;Mw;sara
;CERES995;SARA;1959;6;3;3;43;42;3.69;-77.11;60;5.09;Mw;sara
;ISCGE013;SARA;1959;6;14;0;12;7.8;-20.407;-68.862;109.2;7.1;Mw;sara
;CERES995;SARA;1959;6;22;3;22;51;-4;-81;33;5.62;Mw;sara
;CERES995;SARA;1959;6;30;22;42;30;8.3;-71.23;25;6.13;Mw;sara
;CERES995;SARA;1959;7;3;23;20;49.1;6.2;-72.8;40;4.89;Mw;sara
;CERES995;SARA;1959;7;6;9;23;27;-26.5;-61.5;600;6.81;Mw;sara
;CERES995;SARA;1959;7;6;18;3;33;7;-73;200;6.91;Mw;sara
;CERES995;SARA;1959;7;7;5;42;45;-21.5;-66.5;150;5.11;Mw;sara
;OSC013;SARA;1959;7;7;13;29;59;-21.5;-67;200;4.86;Mw;sara
;CERES995;SARA;1959;7;9;2;32;40;-20;-72;;6.71;Mw;sara
;OSC013;SARA;1959;7;9;16;5;18;-20.5;-68;100;6.22;Mw;sara
;CERES995;SARA;1959;7;10;4;11;40;-19;-69;;5.88;Mw;sara
;CERES995;SARA;1959;7;19;15;6;16.2;-15;-70.5;200;7.01;Mw;sara
;CERES995;SARA;1959;7;23;3;48;12;2.7;-76.2;60;5.09;Mw;sara
;CERES995;SARA;1959;8;12;2;0;52;-3;-80.5;33;5.88;Mw;sara
;CERES995;SARA;1959;8;28;7;48;44.27;10.567;-62.108;5.3;4.82;Mw;sara
;CERES995;SARA;1959;9;12;1;41;3;-20;-68;150;5.45;Mw;sara
;CERES995;SARA;1959;9;19;3;50;50.3;-17.73;-65.19;;4.86;Mw;sara
;CERES995;SARA;1959;9;19;9;18;34.3;-17.73;-65.19;;4.86;Mw;sara
;CERES995;SARA;1959;9;20;23;17;34;-22.5;-67.5;150;5.03;Mw;sara
;CERES995;SARA;1959;9;20;23;17;34;-22.5;-67.5;150;5.03;Mw;sara
;CERES995;SARA;1959;9;27;1;3;6;-20;-67;300;5.11;Mw;sara
;CERES995;SARA;1959;10;12;1;5;48;6;-36;;5.53;Mw;sara
;OSC013;SARA;1959;10;12;3;43;44;-19;-68.5;150;5.45;Mw;sara
;CERES995;SARA;1959;10;19;14;29;44.8;-17.38;-66.19;;5.62;Mw;sara
;CERES995;SARA;1959;10;23;6;17;54;-20.5;-68.5;200;5.45;Mw;sara
;CERES995;SARA;1959;10;31;18;31;18;2;-77.5;100;5.09;Mw;sara
;CERES995;SARA;1959;10;31;18;31;18;2;-77.5;100;5.09;Mw;sara
;CERES995;SARA;1959;11;21;14;44;21.3;6.7;-73.06;162;4.94;Mw;sara
;OSC013;SARA;1959;11;21;16;39;0;-21;-68;0;4.94;Mw;sara
;CERES995;SARA;1959;11;28;12;34;53;-28.5;-71;;6.52;Mw;sara
;CERES995;SARA;1959;12;22;3;3;48;-14;-66.5;;5.37;Mw;sara
;CERES995;SARA;1959;12;22;3;4;0;-21.43;-65.72;;5.62;Mw;sara
;CERES995;SARA;1959;12;24;12;50;35;-13.5;-74.5;;6.52;Mw;sara
;CERES995;SARA;1959;12;25;10;18;52;-25.44;-68.71;111;6.61;Mw;sara
;CERES995;SARA;1959;12;28;10;3;8;-22.5;-67.5;100;5.79;Mw;sara
;OSC013;SARA;1960;1;2;3;21;52;-15.5;-68;150;5.79;Mw;sara
;CERES995;SARA;1960;1;9;6;32;15;-18.5;-65;;5.96;Mw;sara
;CERES995;SARA;1960;1;9;6;55;16.4;-18.5;-65;;5.2;Mw;sara
;ENGV002;SARA;1960;1;13;15;40;22.86;-15.877;-73.059;35;7.41;Mw;sara
;ISCGE013;SARA;1960;1;15;9;30;22.63;-15.008;-74.867;65;7.1;Mw;sara
;CERES995;SARA;1960;1;17;2;57;58;-14.5;-74.5;150;6.32;Mw;sara
;CERES995;SARA;1960;1;18;19;30;18;9;-77;100;5.42;Mw;sara
;CERES995;SARA;1960;1;23;3;37;32;-12.5;-68.5;300;5.79;Mw;sara
;CERES995;SARA;1960;1;30;5;7;24;-5.5;-77.5;;5.62;Mw;sara
;CERES995;SARA;1960;2;7;4;24;52.5;7.19;-72.23;36;5.42;Mw;sara
;ISCGE013;SARA;1960;2;8;12;45;40.04;-58.134;-65.672;15;6.4;Mw;sara
;CERES995;SARA;1960;2;8;21;56;18;-28;-70;;5.28;Mw;sara
;CERES995;SARA;1960;2;13;20;40;6;-17.5;-70;150;5.79;Mw;sara
;CERES995;SARA;1960;2;27;;;;-21.6;-48.69;;1.42;Mw;sara
;CERES995;SARA;1960;3;6;22;26;49;6.5;-73;200;5.09;Mw;sara
;CERES995;SARA;1960;3;6;22;26;49;6.5;-73;200;5.09;Mw;sara
;CERES995;SARA;1960;3;9;23;54;25;-16.5;-72.5;150;6.16;Mw;sara
;CERES995;SARA;1960;3;13;23;53;32;7.5;-77;60;6.16;Mw;sara
;CERES995;SARA;1960;3;14;0;40;43;7.5;-77;60;5.09;Mw;sara
;CERES995;SARA;1960;4;1;13;18;23;-14.5;-73.5;100;6.02;Mw;sara
;CERES995;SARA;1960;4;2;15;0;36;3;-76.5;;5.71;Mw;sara
;CERES995;SARA;1960;4;6;2;5;6;-20;-68.5;100;5.28;Mw;sara
;CERES995;SARA;1960;4;15;10;52;0;10.5;-66.92;0;4.93;Mw;sara
;CERES995;SARA;1960;4;29;12;47;16;-1;-78.5;100;4.86;Mw;sara
;CERES995;SARA;1960;5;6;4;55;0;2.5;-77;;4.89;Mw;sara
;CERES995;SARA;1960;5;9;16;27;26;6.5;-33.5;;5.02;Mw;sara
;BSB012;SARA;1960;5;12;12;9;24;-9;-72.5;60;5.17;Mw;sara
;ISCGE013;SARA;1960;5;21;10;2;58.42;-37.746;-73.294;25;8.1;Mw;sara
;ENGV002;SARA;1960;5;21;10;53;57.8;-37.065;-72.324;11.3;6.61;Mw;sara
;ISCGE013;SARA;1960;5;21;13;0;5.09;-37.364;-73.194;25;6.2;Mw;sara
;ISCGE013;SARA;1960;5;22;10;30;45.35;-37.775;-73.017;25;7.13;Mw;sara
;ISCGE013;SARA;1960;5;22;10;32;49.44;-37.822;-72.917;25;6.8;Mw;sara
;ISCGE013;SARA;1960;5;22;18;56;3.68;-38.061;-73.039;25;8.6;Mw;sara
;ISCGE013;SARA;1960;5;22;19;11;20.94;-38.263;-73.331;25;9.6;Mw;sara
;ISCGE013;SARA;1960;5;23;0;25;49.01;-38.543;-73.866;20;6.51;Mw;sara
;CERES995;SARA;1960;5;23;0;53;57;-39.5;-73;;6.91;Mw;sara
;ISCGE013;SARA;1960;5;23;2;46;36.44;-41.553;-73.166;25;6.21;Mw;sara
;ISCGE013;SARA;1960;5;23;5;13;40.81;-38.162;-72.691;25;6.42;Mw;sara
;ISCGE013;SARA;1960;5;23;7;9;22.78;-48.089;-75.698;20;6.14;Mw;sara
;ISCGE013;SARA;1960;5;23;10;38;5.22;-43.642;-73.613;20;6.08;Mw;sara
;ISCGE013;SARA;1960;5;24;20;32;49.26;-50.877;-73.07;25;5.98;Mw;sara
;ISCGE013;SARA;1960;5;25;8;34;43.12;-44.808;-75.985;20;6.69;Mw;sara
;CERES995;SARA;1960;5;26;19;33;56;-38.5;-73;60;5.76;Mw;sara
;CERES995;SARA;1960;5;26;22;59;6;-38;-73;;5.62;Mw;sara
;CERES995;SARA;1960;5;27;3;17;21;-41;-76;;6.02;Mw;sara
;CERES995;SARA;1960;5;27;10;25;6;-38;-75;60;5.42;Mw;sara
;ISCGE013;SARA;1960;5;27;23;7;0.57;-45.063;-76.191;25;5.81;Mw;sara
;CERES995;SARA;1960;5;28;3;5;53;-39.5;-74.5;;5.76;Mw;sara
;ISCGE013;SARA;1960;5;28;11;5;48.25;-37.713;-72.77;25;5.96;Mw;sara
;CERES995;SARA;1960;5;29;5;26;54;-40;-73;;5.09;Mw;sara
;ISCGE013;SARA;1960;5;29;7;39;34.97;-37.689;-72.436;25;6.33;Mw;sara
;CERES995;SARA;1960;5;29;8;34;20;-37.5;-73;;5.96;Mw;sara
;CERES995;SARA;1960;5;30;17;46;43;-38.5;-74;60;5.62;Mw;sara
;ISCGE013;SARA;1960;5;31;2;40;5.85;-39.649;-75.612;15;5.96;Mw;sara
;CERES995;SARA;1960;6;1;14;6;49;-43.5;-74;;5.29;Mw;sara
;ISCGE013;SARA;1960;6;2;5;58;8.47;-46.191;-74.162;20;6.11;Mw;sara
;CERES995;SARA;1960;6;3;19;55;30;-42.5;-75;;5.76;Mw;sara
;CERES995;SARA;1960;6;3;21;48;57;-41;-73.5;;5.76;Mw;sara
;CERES995;SARA;1960;6;4;3;2;49;-39;-73.5;;5.76;Mw;sara
;ISCGE013;SARA;1960;6;6;5;55;55.64;-45.72;-72.882;50;7.8;Mw;sara
;OSC013;SARA;1960;6;11;0;34;48;-21;-64.5;300;5.96;Mw;sara
;ISCGE013;SARA;1960;6;13;5;47;10.77;-44.74;-76.603;15;5.93;Mw;sara
;CERES995;SARA;1960;6;18;21;18;39;10.75;-67.17;0;5.2;Mw;sara
;ISCGE013;SARA;1960;6;20;2;1;15.75;-38.154;-72.917;25;7;Mw;sara
;ISCGE013;SARA;1960;6;20;12;59;47.91;-39.071;-72.813;25;6.94;Mw;sara
;CERES995;SARA;1960;6;21;14;5;57;-2;-80.5;;4.86;Mw;sara
;CERES995;SARA;1960;6;25;13;53;37;6.5;-72.5;150;5.74;Mw;sara
;CERES995;SARA;1960;6;25;19;35;27;-28;-68;100;5.42;Mw;sara
;ISCGE013;SARA;1960;6;29;1;57;20.61;-42.904;-73.836;25;6.07;Mw;sara
;CERES995;SARA;1960;6;30;11;45;18;-43.5;-73.5;;5.96;Mw;sara
;CERES995;SARA;1960;7;2;10;17;6;-39.5;-75;;5.62;Mw;sara
;CERES995;SARA;1960;7;4;21;29;25;-43;-74;60;5.96;Mw;sara
;CERES995;SARA;1960;7;11;8;6;48;-37;-73;;5.69;Mw;sara
;CERES995;SARA;1960;7;16;4;44;34;-21.5;-67;150;5.2;Mw;sara
;CERES995;SARA;1960;7;19;2;42;30;1;-87.5;;4.94;Mw;sara
;CERES995;SARA;1960;7;19;4;19;14;-7;-80;;5.28;Mw;sara
;CERES995;SARA;1960;7;19;11;12;55;-28.5;-68.5;200;6.09;Mw;sara
;CERES995;SARA;1960;7;21;4;1;30;-38;-73.5;;5.76;Mw;sara
;CERES995;SARA;1960;7;21;14;45;28.17;11.047;-62.473;35;4.88;Mw;sara
;CERES995;SARA;1960;7;24;10;37;25;-40;-74;;6.02;Mw;sara
;ISCGE013;SARA;1960;7;27;10;4;57.82;-44.669;-76.038;20;6.08;Mw;sara
;BEAAL010;SARA;1960;7;30;;;;-1.2;-78.7;;5.65;Mw;sara
;ISCGE013;SARA;1960;7;31;14;54;59.49;-44.047;-75.769;20;5.85;Mw;sara
;CERES995;SARA;1960;8;6;14;49;52.8;-42.6;-75.7;78;5.89;Mw;sara
;ISCGE013;SARA;1960;8;13;14;14;57.85;-39.964;-74.783;25;6.74;Mw;sara
;CERES995;SARA;1960;9;13;21;55;34;-5;-74.5;119;5.62;Mw;sara
;CERES995;SARA;1960;9;14;0;8;3;-15.2;-76.2;91;5.37;Mw;sara
;CERES995;SARA;1960;9;19;2;1;53;-20.6;-65.4;118;5.03;Mw;sara
;CERES995;SARA;1960;9;19;19;1;21;6.97;-77.44;;6.09;Mw;sara
;CERES995;SARA;1960;9;22;15;11;46.4;7.2;-77.2;56;5.09;Mw;sara
;CERES995;SARA;1960;9;23;2;27;1.4;7.6;-77.4;63;4.89;Mw;sara
;CERES995;SARA;1960;9;24;13;58;33;-3;-75.9;146;6.39;Mw;sara
;CERES995;SARA;1960;9;26;16;58;13;-16;-72.9;115;5.28;Mw;sara
;CERES995;SARA;1960;10;14;17;48;27.7;-38.9;-73.5;19;5.69;Mw;sara
;OSC013;SARA;1960;10;16;13;15;34;-22.3;-67.6;80;4.94;Mw;sara
;SGC014;SARA;1960;10;17;15;45;36.9;4.891;-78.2;15;5.89;Mw;sara
;CERES995;SARA;1960;10;17;15;56;13.9;5;-78.2;79;5.42;Mw;sara
;CERES995;SARA;1960;10;21;4;18;44;-7.2;-73.8;100;5.2;Mw;sara
;CERES995;SARA;1960;10;27;5;25;4.9;1.5;-90.8;25;5.42;Mw;sara
;CERES995;SARA;1960;10;29;13;21;50.7;-20.2;-67.7;56;4.94;Mw;sara
;ISCGE013;SARA;1960;10;30;12;14;38.87;-23.483;-70.265;35;6.15;Mw;sara
;CERES995;SARA;1960;10;30;21;32;47.7;-22.9;-68;60;6.81;Mw;sara
;ISCGE013;SARA;1960;11;1;8;46;0.35;-38.467;-75.031;20;7.4;Mw;sara
;CERES995;SARA;1960;11;1;12;29;31.6;-38.7;-75;64;5.49;Mw;sara
;CERES995;SARA;1960;11;3;22;2;19;-14.4;-71.6;55;5.28;Mw;sara
;CERES995;SARA;1960;11;9;1;17;36.8;-21.6;-67.5;131;5.45;Mw;sara
;ISCGE013;SARA;1960;11;9;20;6;21.47;-23.266;-70.372;35;6.17;Mw;sara
;CERES995;SARA;1960;11;11;22;23;44.8;-23.3;-70.7;33;5.54;Mw;sara
;CERES995;SARA;1960;11;15;;;;-15.6;-56.1;;2.87;Mw;sara
;CERES995;SARA;1960;11;16;15;38;22.3;10.3;-74.07;47;5.02;Mw;sara
;CERES995;SARA;1960;11;19;4;48;51.6;-14.7;-66.2;251;4.86;Mw;sara
;ISCGE013;SARA;1960;11;20;22;1;58.16;-6.775;-80.918;15;7.6;Mw;sara
;CERES995;SARA;1960;11;22;2;32;21;-7.1;-80.8;51;6.52;Mw;sara
;ISCGE013;SARA;1960;11;22;12;28;55.79;-40.134;-74.788;20;6.24;Mw;sara
;CERES995;SARA;1960;11;26;7;1;35.91;10.596;-62.196;35;4.88;Mw;sara
;CERES995;SARA;1960;11;27;1;40;24;-7.7;-81.5;25;5.69;Mw;sara
;CERES995;SARA;1960;11;29;9;31;59.5;-44.1;-76;63;5.62;Mw;sara
;CERES995;SARA;1960;11;29;19;17;6;-16;-74;33;5.79;Mw;sara
;ISCGE013;SARA;1960;12;2;9;10;49.72;-24.732;-70.297;35;7.3;Mw;sara
;CERES995;SARA;1960;12;2;9;37;36.1;-24.4;-69.5;46;6.81;Mw;sara
;ISCGE013;SARA;1960;12;6;8;56;17.55;-21.404;-69.694;49.6;6.06;Mw;sara
;CERES995;SARA;1960;12;10;6;5;36;0;-82;;4.95;Mw;sara
;CERES995;SARA;1960;12;17;7;38;31;-15.2;-73.5;28;5.11;Mw;sara
;CERES995;SARA;1960;12;22;12;21;28.2;-30.7;-72.3;61;5.11;Mw;sara
;ISCGE013;SARA;1960;12;29;10;36;46.61;-44.858;-76.148;25;6.26;Mw;sara
;CERES995;SARA;1960;12;29;19;1;38.1;-18.9;-69.4;39;6.61;Mw;sara
;CERES995;SARA;1960;12;30;11;3;36;-17;-70;47;5.54;Mw;sara
;ISCGE013;SARA;1960;12;31;18;8;10.1;-44.218;-75.618;20;5.99;Mw;sara
;CERES995;SARA;1960;;;;;;-18.2;-45.25;;2.87;Mw;sara
;CERES995;SARA;1961;1;8;5;21;46;-15.9;-73.1;135;5.03;Mw;sara
;CERES995;SARA;1961;1;14;16;17;26.1;6.8;-73;159;5.55;Mw;sara
;FUN014;SARA;1961;1;17;7;43;51;10;-64;100;5.96;Mw;sara
;CERES995;SARA;1961;1;28;3;24;46;-13.6;-76.3;86;5.96;Mw;sara
;CERES995;SARA;1961;2;2;9;42;15.4;-2.8;-77.8;25;5.45;Mw;sara
;CERES995;SARA;1961;2;8;8;4;13;-10.4;-71;600;5.96;Mw;sara
;CERES995;SARA;1961;2;11;9;0;20.1;6.9;-73.1;182;4.89;Mw;sara
;CERES995;SARA;1961;2;20;22;27;2;-2.4;-77.37;47;6.22;Mw;sara
;CERES995;SARA;1961;2;27;1;7;51.3;6.7;-73;200;5.31;Mw;sara
;CERES995;SARA;1961;2;27;10;29;48.3;-38.9;-72.4;57;5.49;Mw;sara
;CERES995;SARA;1961;3;4;10;19;33.7;-20.4;-67.5;109;5.54;Mw;sara
;CERES995;SARA;1961;3;25;2;10;13.2;-2.1;-78.7;132;6.39;Mw;sara
;LEYAL009;SARA;1961;3;28;21;1;0;-22.1;-68;125;6.09;Mw;sara
;CERES995;SARA;1961;4;3;1;10;32.2;6.8;-72.9;221;5.49;Mw;sara
;CERES995;SARA;1961;4;8;3;6;49.9;-2.6;-81;25;6.22;Mw;sara
;CERES995;SARA;1961;4;8;4;22;7;-2.11;-79.11;;6.22;Mw;sara
;CERES995;SARA;1961;4;8;4;47;6;-2.12;-79.18;47;6.22;Mw;sara
;ISCGE013;SARA;1961;4;8;17;59;48.26;-38.258;-72.8;25;6.19;Mw;sara
;BEAAL010;SARA;1961;4;8;;;;-2.089;-78.968;;6.5;Mw;sara
;CERES995;SARA;1961;4;9;17;17;47;-18.3;-70.2;29;5.2;Mw;sara
